Google Title,Google Author,Google Author URL,Google Abstract
Artificial intelligence and deep learning: considerations for financial institutions for compliance with the regulatory burden in the United Kingdom,"C Singh - Journal of Financial Crime, 2024 - emerald.com",https://scholar.google.com//citations?user=9ba8OYgAAAAJ&hl=zh-CN&oe=GB&oi=sra," Artificial intelligence (AI), machine learning (ML) and deep learning (DL) are having a major  experiences and process layers of information to learn ever-complex representations of data "
"A deep��learning framework for classifying the type, location, and severity of bridge damage using drive��by measurements","R Corbally, A Malekjafarian - Computer��Aided Civil and …, 2024 - Wiley Online Library",https://scholar.google.com//citations?user=PQqyjmsAAAAJ&hl=zh-CN&oe=GB&oi=sra, This paper proposes a new deep-learning framework for drive-by bridge condition monitoring. The proposed approach represents a bridge monitoring regime that enables the presence
An IoT-enabled hierarchical decentralized framework for multi-energy microgrids market management in the presence of smart prosumers using a deep learning …,"SA Mansouri, AR Jordehi, M Marzband… - Applied Energy, 2023 - Elsevier",https://scholar.google.com//citations?user=REUFL4QAAAAJ&hl=zh-CN&oe=GB&oi=sra, A deep learning-based forecaster is utilized to predict uncertain parameters while a risk-averse information gap decision theory (IGDT)-based strategy controls the scheduling risk. A 
The Human Eye Pupil Detection System Using BAT Optimized Deep Learning Architecture.,"S Navaneethan, PSS Sreedhar… - Comput. Syst. Sci …, 2023 - cdn.techscience.cn",https://scholar.google.com//citations?user=ZISoQ5kAAAAJ&hl=zh-CN&oe=GB&oi=sra," [1] KI Lee, JH Jeon and BC Song, “Deep learning-based pupil center detection for fast and accurate eye tracking system,” in European Conf. on Computer Vision, Berlin/Heidelberg, "
Deep learning enhances multiparametric dynamic volumetric photoacoustic computed tomography in vivo (DL��PACT),"S Choi, J Yang, SY Lee, J Kim, J Lee, WJ Kim… - Advanced …, 2023 - Wiley Online Library",https://scholar.google.com//citations?user=dHnQkLAAAAAJ&hl=zh-CN&oe=GB&oi=sra," To achieve both high temporal and spatial resolutions simultaneously without additional hardware (eg, a massive multi-channel DAQ system), we suggest a supervised deep learning "
LegNet: a best-in-class deep learning model for short DNA regulatory regions,"D Penzar, D Nogina, E Noskova, A Zinkevich… - …, 2023 - academic.oup.com",https://scholar.google.com//citations?user=uPjE2RkAAAAJ&hl=zh-CN&oe=GB&oi=sra," In terms of machine learning, two questions remain unanswered in this setting. First, given  Second, whether the high-level deep learning architectures such as attention transformers are "
Internet of things and deep learning enabled healthcare disease diagnosis using biomedical electrocardiogram signals,"A Khanna, P Selvaraj, D Gupta, TH Sheikh… - Expert …, 2023 - Wiley Online Library",https://scholar.google.com//citations?user=v-nIjWIAAAAJ&hl=zh-CN&oe=GB&oi=sra," With this motivation, this paper introduces a new IoT and deep learning (DL) enabled healthcare disease diagnosis (IoTDL-HDD) model using biomedical ECG signals. The proposed "
Ensemble of deep learning models for brain tumor detection,"S Patil, D Kirange - Procedia Computer Science, 2023 - Elsevier",https://scholar.google.com//citations?user=9Sf0vd4AAAAJ&hl=zh-CN&oe=GB&oi=sra," of two individually designed deep learning models are combined. With this approach, the proposed deep learning model outperforms other deep learning methods with a prediction "
"Enhancement of diabetic retinopathy prognostication using deep learning, CLAHE, and ESRGAN","G Alwakid, W Gouda, M Humayun - Diagnostics, 2023 - mdpi.com",https://scholar.google.com//citations?user=HSn4UOIAAAAJ&hl=zh-CN&oe=GB&oi=sra," As a result, numerous Machine Learning (ML) and Deep Learning (DL) algorithms for automatic DR detection have been developed by academics throughout the past decade. Though "
Deep learning method for minimizing water pollution and air pollution in urban environment,"L Zhu, ZJBM Husny, NA Samsudin, HP Xu, C Han - Urban Climate, 2023 - Elsevier",https://scholar.google.com//citations?user=mqryYPEAAAAJ&hl=zh-CN&oe=GB&oi=sra," This paper uses deep learning methods such as Convolutional Neural Networks (CNN) and Long-Short Term Memory (LSTM) to classify water quality. Next, it identifies the air quality in "
A comparative study of detecting covid 19 by using chest X-ray images–A deep learning approach,"J Miah, RH Khan, S Ahmed… - 2023 IEEE World AI IoT …, 2023 - ieeexplore.ieee.org",https://scholar.google.com//citations?user=v8CPMMYAAAAJ&hl=zh-CN&oe=GB&oi=sra," learning to bridge this gap [2,4]. In this study, we aim to review the current state of knowledge on the use of deep learning  We will discuss the performance of deep learning algorithms "
"Combined molecular subtyping, grading, and segmentation of glioma using multi-task deep learning","SR van der Voort, F Incekara, MMJ Wijnenga… - Neuro …, 2023 - academic.oup.com",https://scholar.google.com//citations?user=AZg4d8cAAAAJ&hl=zh-CN&oe=GB&oi=sra," Previously, deep learning methods have been developed that can either non-invasively predict the genetic or histological features of glioma, or that can automatically delineate the "
All-optical ultrafast ReLU function for energy-efficient nanophotonic deep learning,"GHY Li, R Sekine, R Nehra, RM Gray, L Ledezma… - …, 2023 - degruyter.com",https://scholar.google.com//citations?user=seqcYSUAAAAJ&hl=zh-CN&oe=GB&oi=sra," compact, highly scalable, and compatible with existing deep learning models.  deep learning. The widespread adoption of the ReLU function was essential in sparking the deep learning "
Deep learning and image processing-based early detection of Alzheimer disease in cognitively normal individuals,"P Borkar, VA Wankhede, DT Mane, S Limkar… - Soft Computing, 2023 - Springer",https://scholar.google.com//citations?user=vg10VmQAAAAJ&hl=zh-CN&oe=GB&oi=sra," The findings of the study revealed that the deep learning frameworks were able to perform well in developing a variety of applications, such as predicting the progression of Alzheimer’s "
Toward real-time and efficient cardiovascular monitoring for COVID-19 patients by 5G-enabled wearable medical devices: a deep learning approach,"L Tan, K Yu, AK Bashir, X Cheng, F Ming… - Neural Computing and …, 2023 - Springer",https://scholar.google.com//citations?user=b9qdYLEAAAAJ&hl=zh-CN&oe=GB&oi=sra," the classification effect of traditional machine learning SVM is less than that of deep learning methods, and our proposed method is higher than other deep learning methods in Acc, Spe"
Predictive Maintenance in IoT Devices Using Time Series Analysis and Deep Learning,"M Raparthy, B Dodda - Dandao Xuebao/Journal of Ballistics - ballisticsjournal.com",https://scholar.google.com//citations?user=Ua1i31oAAAAJ&hl=zh-CN&oe=GB&oi=sra, Deep Learning (DL) is a powerful set of machine learning techniques that has demonstrated  Here's an in-depth exploration of how Deep Learning is utilized for predictive maintenance 
State-of-the-Art deep learning methods for objects detection in remote sensing satellite images,"AA Adegun, JV Fonou Dombeu, S Viriri, J Odindi - Sensors, 2023 - mdpi.com",https://scholar.google.com//citations?user=2qWW-qATpP0C&hl=zh-CN&oe=GB&oi=sra, Whereas deep learning approaches have recently gained  detection deep learning algorithms with a transfer learning  and analysis of the recent deep learning-based object detection 
Automated player identification and indexing using two-stage deep learning network,"H Liu, C Adreon, N Wagnon, AL Bamba, X Li, H Liu… - Scientific Reports, 2023 - nature.com",https://scholar.google.com//citations?user=V25k08UAAAAJ&hl=zh-CN&oe=GB&oi=sra," In this work, we propose a deep learning-based player tracking system to automatically track players and index their participation per play in American football games. It is a two-stage "
Challenge and opportunity: deep learning-based stock price prediction by using bi-directional LSTM model,"C Han, X Fu - Frontiers in Business, Economics and Management, 2023 - drpress.org",https://scholar.google.com//citations?user=XGQNPHAAAAAJ&hl=zh-CN&oe=GB&oi=sra,"Stock price prediction is a challenging and important task in finance, with many potential applications in investment, risk management, and portfolio optimization. In this paper, we "
Are deep learning structural models sufficiently accurate for virtual screening? application of docking algorithms to AlphaFold2 predicted structures,"AM Díaz-Rovira, H Martín, T Beuming… - Journal of Chemical …, 2023 - ACS Publications",https://scholar.google.com//citations?user=0milAlsAAAAJ&hl=zh-CN&oe=GB&oi=sra,"Machine learning-based protein structure prediction algorithms, such as RosettaFold and AlphaFold2, have greatly impacted the structural biology field, arousing a fair amount of "
"A comparative analysis of chronic obstructive pulmonary disease using machine learning, and deep learning","R Ramalingam, V Chinnaiyan - International Journal of Electrical …, 2023 - academia.edu",https://scholar.google.com//citations?user=idu78-EAAAAJ&hl=zh-CN&oe=GB&oi=sra, This paper focuses on utilizing the deep learning models CNN to determine COPD from multi-view images of three-dimensional pulmonary airway trees. The image inputs used are: i) air
Melanoma skin cancer classification based on CNN deep learning algorithms,"SR Waheed, SM Saadi, MSM Rahim… - Malaysian Journal of …, 2023 - researchgate.net",https://scholar.google.com//citations?user=ARZIqTwAAAAJ&hl=zh-CN&oe=GB&oi=sra," characteristics, deep learning methods may learn a collection  leveraging the greater potential of deep learning approaches [16- In this study, we want to use deep learning techniques to "
"Machine intelligence and autonomous robotic technologies in the corporate context of SMEs: Deep learning and virtual simulation algorithms, cyber-physical …","M Nagy, G Lăzăroiu, K Valaskova - Applied Sciences, 2023 - mdpi.com",https://scholar.google.com//citations?user=Fmrv3J8AAAAJ&hl=zh-CN&oe=GB&oi=sra," are essential in articulating deep learning-enabled smart process  Team-working robots are adaptive and capable of learning  sensing systems, and deep neural networks are pivotal in "
Constitutive model characterization and discovery using physics-informed deep learning,"E Haghighat, S Abouali, R Vaziri - Engineering Applications of Artificial …, 2023 - Elsevier",https://scholar.google.com//citations?user=Z1libM8AAAAJ&hl=zh-CN&oe=GB&oi=sra,"Constitutive models are fundamental blocks of modeling physical processes, where they connect conservation laws with the kinematics of the system. They are often expressed in the "
Decentralized collaborative multi-institutional PET attenuation and scatter correction using federated deep learning,"I Shiri, A Vafaei Sadr, A Akhavan, Y Salimi… - European Journal of …, 2023 - Springer",https://scholar.google.com//citations?user=WiVvMYMAAAAJ&hl=zh-CN&oe=GB&oi=sra," Deep learning-based models provide promising results toward quantitative PET image reconstruction. Specifically, we developed two FL models and compared their performance with "
Omnidirectional video super-resolution using deep learning,"AA Baniya, TK Lee, PW Eklund… - IEEE Transactions on …, 2023 - ieeexplore.ieee.org",https://scholar.google.com//citations?user=9q8c_XMAAAAJ&hl=zh-CN&oe=GB&oi=sra," Following the success of this approach in deep learning, we also make use of conventional VSR as a base initialisation to learn the task of 360 video super-resolution more effectively. "
Deep learning for visual SLAM: the state-of-the-art and future trends,"MN Favorskaya - Electronics, 2023 - mdpi.com",https://scholar.google.com//citations?user=1SHd5ygAAAAJ&hl=zh-CN&oe=GB&oi=sra," deep learning models. Although the implementation of VSLAM methods is far from perfect and complete, recent research in deep learning  Since 2017, deep learning has changed this "
