PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"38251103","CO(2) Storage Monitoring via Time-Lapse Full Waveform Inversion with Automatic Differentiation","Yang J, Yu P, Wang S, Sun Z.","Nanomaterials (Basel). 2024 Jan 7;14(2):138. doi: 10.3390/nano14020138.","Yang J","Nanomaterials (Basel)","2024","2024/01/22","PMC10820935","","10.3390/nano14020138"
"38244222","Deep Learning for Automatic Volumetric Segmentation of Left Ventricular Myocardium and Ischemic Scar from Multi-Slice LGE-CMR","Jani VP, Ostovaneh M, Chamera E, Kato Y, Lima JAC, Ambale-Venkatesh B.","Eur Heart J Cardiovasc Imaging. 2024 Jan 19:jeae022. doi: 10.1093/ehjci/jeae022. Online ahead of print.","Jani VP","Eur Heart J Cardiovasc Imaging","2024","2024/01/20","","","10.1093/ehjci/jeae022"
"38223021","Deep learning-driven diagnosis of multi-type vertebra diseases based on computed tomography images","Wang Y, Su F, Lu Q, Zhang W, Liu T, Tao Y, Fu S, Cui L, Lu SB, Chen X, Shi Z.","Quant Imaging Med Surg. 2024 Jan 3;14(1):800-813. doi: 10.21037/qims-23-685. Epub 2023 Dec 22.","Wang Y","Quant Imaging Med Surg","2024","2024/01/15","PMC10784083","","10.21037/qims-23-685"
"38192473","Object detection in optical imaging of the Internet of Things based on deep learning","Chen R, Hei L, Lai Y.","PeerJ Comput Sci. 2023 Dec 11;9:e1718. doi: 10.7717/peerj-cs.1718. eCollection 2023.","Chen R","PeerJ Comput Sci","2023","2024/01/09","PMC10773733","","10.7717/peerj-cs.1718"
"38132197","Deep Learning and Gastric Cancer: Systematic Review of AI-Assisted Endoscopy","Klang E, Sourosh A, Nadkarni GN, Sharif K, Lahat A.","Diagnostics (Basel). 2023 Dec 6;13(24):3613. doi: 10.3390/diagnostics13243613.","Klang E","Diagnostics (Basel)","2023","2023/12/22","PMC10742887","","10.3390/diagnostics13243613"
"38002072","A Radiotherapy Dose Map-Guided Deep Learning Method for Predicting Pathological Complete Response in Esophageal Cancer Patients after Neoadjuvant Chemoradiotherapy Followed by Surgery","Yap WK, Hsiao IT, Yap WL, Tsai TY, Lu YA, Yang CK, Peng MT, Su EL, Cheng SC.","Biomedicines. 2023 Nov 16;11(11):3072. doi: 10.3390/biomedicines11113072.","Yap WK","Biomedicines","2023","2023/11/25","PMC10669191","","10.3390/biomedicines11113072"
"37960656","AuCFSR: Authentication and Color Face Self-Recovery Using Novel 2D Hyperchaotic System and Deep Learning Models","Daoui A, Yamni M, Altameem T, Ahmad M, Hammad M, Pławiak P, Tadeusiewicz R, A Abd El-Latif A.","Sensors (Basel). 2023 Nov 3;23(21):8957. doi: 10.3390/s23218957.","Daoui A","Sensors (Basel)","2023","2023/11/14","PMC10647817","","10.3390/s23218957"
"37872984","Ventricle tracking in transesophageal echocardiography (TEE) images during cardiopulmonary resuscitation (CPR) using deep learning and monogenic filtering","Ahn H, Kim SJ, Kang S, Han J, Hwang SO, Cha KC, Yang S.","Biomed Eng Lett. 2023 Jun 30;13(4):715-728. doi: 10.1007/s13534-023-00293-9. eCollection 2023 Nov.","Ahn H","Biomed Eng Lett","2023","2023/10/24","PMC10590343","","10.1007/s13534-023-00293-9"
"37816272","Enhancing the performance of premature ventricular contraction detection in unseen datasets through deep learning with denoise and contrast attention module","Shin K, Kim H, Seo WY, Kim HS, Shin JM, Kim DK, Park YS, Kim SH, Kim N.","Comput Biol Med. 2023 Oct 4;166:107532. doi: 10.1016/j.compbiomed.2023.107532. Online ahead of print.","Shin K","Comput Biol Med","2023","2023/10/10","","","10.1016/j.compbiomed.2023.107532"
"37790779","High-throughput and separating-free phenotyping method for on-panicle rice grains based on deep learning","Lu Y, Wang J, Fu L, Yu L, Liu Q.","Front Plant Sci. 2023 Sep 18;14:1219584. doi: 10.3389/fpls.2023.1219584. eCollection 2023.","Lu Y","Front Plant Sci","2023","2023/10/04","PMC10544938","","10.3389/fpls.2023.1219584"
"37724130","Region-based evidential deep learning to quantify uncertainty and improve robustness of brain tumor segmentation","Li H, Nan Y, Del Ser J, Yang G.","Neural Comput Appl. 2023;35(30):22071-22085. doi: 10.1007/s00521-022-08016-4. Epub 2022 Nov 17.","Li H","Neural Comput Appl","2023","2023/09/19","PMC10505106","","10.1007/s00521-022-08016-4"
"37699466","Continuous time recurrent neural networks: Overview and benchmarking at forecasting blood glucose in the intensive care unit","Fitzgerald O, Perez-Concha O, Gallego-Luxan B, Metke-Jimenez A, Rudd L, Jorm L.","J Biomed Inform. 2023 Oct;146:104498. doi: 10.1016/j.jbi.2023.104498. Epub 2023 Sep 10.","Fitzgerald O","J Biomed Inform","2023","2023/09/12","","","10.1016/j.jbi.2023.104498"
"37686665","Automatic Segmentation with Deep Learning in Radiotherapy","Isaksson LJ, Summers P, Mastroleo F, Marvaso G, Corrao G, Vincini MG, Zaffaroni M, Ceci F, Petralia G, Orecchia R, Jereczek-Fossa BA.","Cancers (Basel). 2023 Sep 1;15(17):4389. doi: 10.3390/cancers15174389.","Isaksson LJ","Cancers (Basel)","2023","2023/09/09","PMC10486603","","10.3390/cancers15174389"
"37604079","Sinogram upsampling using Primal-Dual UNet for undersampled CT and radial MRI reconstruction","Ernst P, Chatterjee S, Rose G, Speck O, Nürnberger A.","Neural Netw. 2023 Sep;166:704-721. doi: 10.1016/j.neunet.2023.08.004. Epub 2023 Aug 9.","Ernst P","Neural Netw","2023","2023/08/21","","","10.1016/j.neunet.2023.08.004"
"37292589","DeepBiomarker2: Prediction of alcohol and substance use disorder risk in post-traumatic stress disorder patients using electronic medical records and multiple social determinants of health","Miranda O, Fan P, Qi X, Wang H, Brannock MD, Kosten T, Ryan ND, Kirisci L, Wang L.","Res Sq [Preprint]. 2023 May 25:rs.3.rs-2949487. doi: 10.21203/rs.3.rs-2949487/v1.","Miranda O","Res Sq","2023","2023/06/09","PMC10246255","","10.21203/rs.3.rs-2949487/v1"
"37206226","Automated assessment of human engineered heart tissues using deep learning and template matching for segmentation and tracking","Rivera-Arbeláez JM, Keekstra D, Cofiño-Fabres C, Boonen T, Dostanic M, Ten Den SA, Vermeul K, Mastrangeli M, van den Berg A, Segerink LI, Ribeiro MC, Strisciuglio N, Passier R.","Bioeng Transl Med. 2023 Apr 18;8(3):e10513. doi: 10.1002/btm2.10513. eCollection 2023 May.","Rivera-Arbeláez JM","Bioeng Transl Med","2023","2023/05/19","PMC10189437","","10.1002/btm2.10513"
"37101124","moBRCA-net: a breast cancer subtype classification framework based on multi-omics attention neural networks","Choi JM, Chae H.","BMC Bioinformatics. 2023 Apr 26;24(1):169. doi: 10.1186/s12859-023-05273-5.","Choi JM","BMC Bioinformatics","2023","2023/04/26","PMC10131354","","10.1186/s12859-023-05273-5"
"37064206","Predicting the recurrence and overall survival of patients with glioma based on histopathological images using deep learning","Luo C, Yang J, Liu Z, Jing D.","Front Neurol. 2023 Mar 31;14:1100933. doi: 10.3389/fneur.2023.1100933. eCollection 2023.","Luo C","Front Neurol","2023","2023/04/17","PMC10102594","","10.3389/fneur.2023.1100933"
"36959806","Cross-attention multi-branch CNN using DCE-MRI to classify breast cancer molecular subtypes","Sun L, Tian H, Ge H, Tian J, Lin Y, Liang C, Liu T, Zhao Y.","Front Oncol. 2023 Mar 7;13:1107850. doi: 10.3389/fonc.2023.1107850. eCollection 2023.","Sun L","Front Oncol","2023","2023/03/24","PMC10028183","","10.3389/fonc.2023.1107850"
"36910507","5-Year progression prediction of endplate defects: Utilizing the EDPP-Flow convolutional neural network based on unbalanced data","Cheung JPY, Kuang X, Zhang T, Wang K, Yang C.","J Orthop. 2023 Mar 1;38:7-13. doi: 10.1016/j.jor.2023.03.001. eCollection 2023 Apr.","Cheung JPY","J Orthop","2023","2023/03/13","PMC9999205","","10.1016/j.jor.2023.03.001"
"36863214","Accurate volume alignment of arbitrarily oriented tibiae based on a mutual attention network for osteoarthritis analysis","Zheng JQ, Lim NH, Papież BW.","Comput Med Imaging Graph. 2023 Jun;106:102204. doi: 10.1016/j.compmedimag.2023.102204. Epub 2023 Feb 24.","Zheng JQ","Comput Med Imaging Graph","2023","2023/03/02","","","10.1016/j.compmedimag.2023.102204"
"36798527","AES-CSFS: an automatic evaluation system for corneal sodium fluorescein staining based on deep learning","Wang S, He J, He X, Liu Y, Lin X, Xu C, Zhu L, Kang J, Wang Y, Li Y, Guo S, Zhang Y, Luo Z, Liu Z.","Ther Adv Chronic Dis. 2023 Feb 12;14:20406223221148266. doi: 10.1177/20406223221148266. eCollection 2023.","Wang S","Ther Adv Chronic Dis","2023","2023/02/17","PMC9926379","","10.1177/20406223221148266"
"36739028","A data-driven approach to exploring the causal relationships between distributed pumping activities and aquifer drawdown","Pang M, Du E, Zheng C.","Sci Total Environ. 2023 Apr 20;870:161998. doi: 10.1016/j.scitotenv.2023.161998. Epub 2023 Feb 3.","Pang M","Sci Total Environ","2023","2023/02/04","","","10.1016/j.scitotenv.2023.161998"
"36714075","Lightweight ResGRU: a deep learning-based prediction of SARS-CoV-2 (COVID-19) and its severity classification using multimodal chest radiography images","Ahmad M, Bajwa UI, Mehmood Y, Anwar MW.","Neural Comput Appl. 2023;35(13):9637-9655. doi: 10.1007/s00521-023-08200-0. Epub 2023 Jan 24.","Ahmad M","Neural Comput Appl","2023","2023/01/30","PMC9873217","","10.1007/s00521-023-08200-0"
"36703930","Deep learning-based hemodynamic prediction of carotid artery stenosis before and after surgical treatments","Wang S, Wu D, Li G, Zhang Z, Xiao W, Li R, Qiao A, Jin L, Liu H.","Front Physiol. 2023 Jan 10;13:1094743. doi: 10.3389/fphys.2022.1094743. eCollection 2022.","Wang S","Front Physiol","2023","2023/01/27","PMC9872942","","10.3389/fphys.2022.1094743"
"36642588","Carotid Vessel-Wall-Volume Ultrasound Measurement via a UNet++ Ensemble Algorithm Trained on Small Data Sets","Zhou R, Guo F, Azarpazhooh MR, Spence JD, Gan H, Ding M, Fenster A.","Ultrasound Med Biol. 2023 Apr;49(4):1031-1036. doi: 10.1016/j.ultrasmedbio.2022.12.005. Epub 2023 Jan 13.","Zhou R","Ultrasound Med Biol","2023","2023/01/15","","","10.1016/j.ultrasmedbio.2022.12.005"
"36423834","Monitoring riverine traffic from space: The untapped potential of remote sensing for measuring human footprint on inland waterways","Smigaj M, Hackney CR, Diem PK, Tri VPD, Ngoc NT, Bui DD, Darby SE, Leyland J.","Sci Total Environ. 2023 Feb 20;860:160363. doi: 10.1016/j.scitotenv.2022.160363. Epub 2022 Nov 22.","Smigaj M","Sci Total Environ","2023","2022/11/24","","","10.1016/j.scitotenv.2022.160363"
"35874186","Deep learning application detecting SARS-CoV-2 key enzymes inhibitors","Benarous L, Benarous K, Muhammad G, Ali Z.","Cluster Comput. 2023;26(2):1169-1180. doi: 10.1007/s10586-022-03656-6. Epub 2022 Jul 19.","Benarous L","Cluster Comput","2023","2022/07/25","PMC9295888","","10.1007/s10586-022-03656-6"
"38480538","Effect of deep learning-based reconstruction on high-resolution three-dimensional T2-weighted fast asymmetric spin-echo imaging in the preoperative evaluation of cerebellopontine angle tumors","Hokamura M, Uetani H, Hamasaki T, Nakaura T, Morita K, Yamashita Y, Kitajima M, Sugitani A, Mukasa A, Hirai T.","Neuroradiology. 2024 Mar 14. doi: 10.1007/s00234-024-03328-9. Online ahead of print.","Hokamura M","Neuroradiology","2024","2024/03/14","","","10.1007/s00234-024-03328-9"
"38479496","Artificial intelligence-based quantitative coronary angiography of major vessels using deep-learning","In Kim Y, Roh JH, Kweon J, Kwon H, Chae J, Park K, Lee JH, Jeong JO, Kang DY, Lee PH, Ahn JM, Kang SJ, Park DW, Lee SW, Lee CW, Park SW, Park SJ, Kim YH.","Int J Cardiol. 2024 Mar 11:131945. doi: 10.1016/j.ijcard.2024.131945. Online ahead of print.","In Kim Y","Int J Cardiol","2024","2024/03/13","","","10.1016/j.ijcard.2024.131945"
"38472692","SeFilter-DIA: Squeeze-and-Excitation Network for Filtering High-Confidence Peptides of Data-Independent Acquisition Proteomics","He Q, Guo H, Li Y, He G, Li X, Shuai J.","Interdiscip Sci. 2024 Mar 12. doi: 10.1007/s12539-024-00611-4. Online ahead of print.","He Q","Interdiscip Sci","2024","2024/03/13","","","10.1007/s12539-024-00611-4"
"38323039","Deep learning-based automated pipeline for blood vessel detection and distribution analysis in multiplexed prostate cancer images","Karageorgos GM, Cho S, McDonough E, Chadwick C, Ghose S, Owens J, Jung KJ, Machiraju R, West R, Brooks JD, Mallick P, Ginty F.","Front Bioinform. 2024 Jan 23;3:1296667. doi: 10.3389/fbinf.2023.1296667. eCollection 2023.","Karageorgos GM","Front Bioinform","2024","2024/02/07","PMC10844485","","10.3389/fbinf.2023.1296667"
"38308062","Deep learning and atlas-based models to streamline the segmentation workflow of total marrow and lymphoid irradiation","Dei D, Lambri N, Crespi L, Brioso RC, Loiacono D, Clerici E, Bellu L, De Philippis C, Navarria P, Bramanti S, Carlo-Stella C, Rusconi R, Reggiori G, Tomatis S, Scorsetti M, Mancosu P.","Radiol Med. 2024 Mar;129(3):515-523. doi: 10.1007/s11547-024-01760-8. Epub 2024 Feb 2.","Dei D","Radiol Med","2024","2024/02/02","","","10.1007/s11547-024-01760-8"
"37074896","Deep Long-Tailed Learning: A Survey","Zhang Y, Kang B, Hooi B, Yan S, Feng J.","IEEE Trans Pattern Anal Mach Intell. 2023 Sep;45(9):10795-10816. doi: 10.1109/TPAMI.2023.3268118. Epub 2023 Aug 7.","Zhang Y","IEEE Trans Pattern Anal Mach Intell","2023","2023/04/19","","","10.1109/TPAMI.2023.3268118"
"36937367","Configural relations in humans and deep convolutional neural networks","Baker N, Garrigan P, Phillips A, Kellman PJ.","Front Artif Intell. 2023 Mar 1;5:961595. doi: 10.3389/frai.2022.961595. eCollection 2022.","Baker N","Front Artif Intell","2023","2023/03/20","PMC10014814","","10.3389/frai.2022.961595"
"37891986","Deep-Ocular: Improved Transfer Learning Architecture Using Self-Attention and Dense Layers for Recognition of Ocular Diseases","Abbas Q, Albathan M, Altameem A, Almakki RS, Hussain A.","Diagnostics (Basel). 2023 Oct 10;13(20):3165. doi: 10.3390/diagnostics13203165.","Abbas Q","Diagnostics (Basel)","2023","2023/10/28","PMC10605427","","10.3390/diagnostics13203165"
"38439823","Development of a machine learning model for systematics of Aspergillus section Nigri using synchrotron radiation-based fourier transform infrared spectroscopy","Nuankaew S, Boonyuen N, Thumanu K, Pornputtapong N.","Heliyon. 2024 Feb 23;10(5):e26812. doi: 10.1016/j.heliyon.2024.e26812. eCollection 2024 Mar 15.","Nuankaew S","Heliyon","2024","2024/03/05","PMC10909729","","10.1016/j.heliyon.2024.e26812"
"38106306","Transformers in medical image segmentation: a narrative review","Khan RF, Lee BD, Lee MS.","Quant Imaging Med Surg. 2023 Dec 1;13(12):8747-8767. doi: 10.21037/qims-23-542. Epub 2023 Oct 7.","Khan RF","Quant Imaging Med Surg","2023","2023/12/18","PMC10722011","","10.21037/qims-23-542"
"38083840","Accurate Segmentation and Tracking of Chorda Tympani in Endoscopic Middle Ear Surgery with Artificial Intelligence","Ding X, Huang Y, Zhao Y, Tian X, Feng G, Gao Z.","Ear Nose Throat J. 2023 Dec 11:1455613231212051. doi: 10.1177/01455613231212051. Online ahead of print.","Ding X","Ear Nose Throat J","2023","2023/12/12","","","10.1177/01455613231212051"
"37520832","Deep learning for the rapid automatic segmentation of forearm muscle boundaries from ultrasound datasets","Xin C, Li B, Wang D, Chen W, Yue S, Meng D, Qiao X, Zhang Y.","Front Physiol. 2023 Jul 13;14:1166061. doi: 10.3389/fphys.2023.1166061. eCollection 2023.","Xin C","Front Physiol","2023","2023/07/31","PMC10374344","","10.3389/fphys.2023.1166061"
"36905005","A Solar Irradiance Forecasting Framework Based on the CEE-WGAN-LSTM Model","Li Q, Zhang D, Yan K.","Sensors (Basel). 2023 Mar 3;23(5):2799. doi: 10.3390/s23052799.","Li Q","Sensors (Basel)","2023","2023/03/11","PMC10006992","","10.3390/s23052799"
"36713614","Organoids revealed: morphological analysis of the profound next generation in-vitro model with artificial intelligence","Du X, Chen Z, Li Q, Yang S, Jiang L, Yang Y, Li Y, Gu Z.","Biodes Manuf. 2023;6(3):319-339. doi: 10.1007/s42242-022-00226-y. Epub 2023 Jan 19.","Du X","Biodes Manuf","2023","2023/01/30","PMC9867835","","10.1007/s42242-022-00226-y"
"36679576","Dynamic Edge Convolutional Neural Network for Skeleton-Based Human Action Recognition","Tasnim N, Baek JH.","Sensors (Basel). 2023 Jan 10;23(2):778. doi: 10.3390/s23020778.","Tasnim N","Sensors (Basel)","2023","2023/01/21","PMC9864180","","10.3390/s23020778"
"38231393","Three-dimensional heavily T2-weighted FLAIR in the detection of blood-labyrinthine barrier leakage in patients with sudden sensorineural hearing loss: comparison with T1 sequences and application of deep learning-based reconstruction","Kim M, Lee HJ, Lee S, Lee J, Kang Y.","Eur Radiol. 2024 Jan 17. doi: 10.1007/s00330-023-10580-9. Online ahead of print.","Kim M","Eur Radiol","2024","2024/01/17","","","10.1007/s00330-023-10580-9"
"37319418","PLANET: A Multi-objective Graph Neural Network Model for Protein-Ligand Binding Affinity Prediction","Zhang X, Gao H, Wang H, Chen Z, Zhang Z, Chen X, Li Y, Qi Y, Wang R.","J Chem Inf Model. 2023 Jun 15. doi: 10.1021/acs.jcim.3c00253. Online ahead of print.","Zhang X","J Chem Inf Model","2023","2023/06/15","","","10.1021/acs.jcim.3c00253"
"36650800","Stacking-BERT model for Chinese medical procedure entity normalization","Li L, Zhai Y, Gao J, Wang L, Hou L, Zhao J.","Math Biosci Eng. 2023 Jan;20(1):1018-1036. doi: 10.3934/mbe.2023047. Epub 2022 Oct 24.","Li L","Math Biosci Eng","2023","2023/01/18","","","10.3934/mbe.2023047"
"38184742","A twin convolutional neural network with hybrid binary optimizer for multimodal breast cancer digital image classification","Oyelade ON, Irunokhai EA, Wang H.","Sci Rep. 2024 Jan 6;14(1):692. doi: 10.1038/s41598-024-51329-8.","Oyelade ON","Sci Rep","2024","2024/01/06","PMC10771515","","10.1038/s41598-024-51329-8"
"38365126","Electrocardiography deep-learning models to predict high-risk Imaging features in Patients with Hypertrophic Cardiomyopathy: Can It Change Clinical Practice?","Bidaoui G, Younes H, Marrouche N.","Heart Rhythm. 2024 Feb 14:S1547-5271(24)00194-2. doi: 10.1016/j.hrthm.2024.02.023. Online ahead of print.","Bidaoui G","Heart Rhythm","2024","2024/02/16","","","10.1016/j.hrthm.2024.02.023"
